Gene ID	pathway_id	Pathway	Activity	
PF3D7_1434500	Ribosomegenes	Genes coding for components involved in ribosome assembly	dynein-related AAA-type ATPase, putative	
PF3D7_1434500	PKG_substr	Potential PKG substrates in  schizonts	dynein-related AAA-type ATPase, putative	
PF3D7_1434500	SUMO_subs	Putative SUMO substrates	dynein-related AAA-type ATPase, putative	
PF3D7_1434500	mitodiv	Mitochondrial division	dynein-related AAA-type ATPase, putative	
PF3D7_1434500	PKG	Protein kinase G-dependent phosphorylation in schizonts	dynein-related AAA-type ATPase, putative	
PF3D7_1434500	phosph_Pease	Phosphoproteome - Pease et al 2013	dynein-related AAA-type ATPase, putative	
PF3D7_1434500	cGMP_PKG	cGMP/PKG signalling in egress/invasion	dynein-related AAA-type ATPase, putative	
PF3D7_1434500	phospoprot	Phosphoproteome	dynein-related AAA-type ATPase, putative	
PF3D7_1434500	60S_assem_pathw	Pre-ribosomal particles along the 60S assembly pathway	dynein-related AAA-type ATPase, putative	
PF3D7_1434500	lys_met	Peptides with confirmed methylated lysine residues	dynein-related AAA-type ATPase, putative	
PF3D7_1434500	coli_orth	Functional orthologs of known cell cycle proteins in E. coli	dynein-related AAA-type ATPase, putative	
PF3D7_1434500	phosph_treeck	Phosphoproteome - Treeck et al 2011	dynein-related AAA-type ATPase, putative	
PF3D7_1434500	phosph_Collins	Phosphoproteome - Collins et al 2014	dynein-related AAA-type ATPase, putative	
PF3D7_1434500	palmito	Total palmitome of Plasmodium falciparum	dynein-related AAA-type ATPase, putative	
PF3D7_1434500	Acet_prot	Lysine acetylated proteins	dynein-related AAA-type ATPase, putative	
PF3D7_1434600	N-termilalCleavage	Cotranslational cleavage of N-terminal methionine residues and N-terminal acetylation	methionine aminopeptidase 2	
PF3D7_1434600	proteases	Peptidases and proteases	methionine aminopeptidase 2	
PF3D7_1434600	prot_ATP	Proteins with ATPase activity	methionine aminopeptidase 2	
PF3D7_1434600	nucle_prote	Nuclear proteome	methionine aminopeptidase 2	
PF3D7_1434600	hemoglobinpolpath	Hemoglobin digestion	methionine aminopeptidase 2	
PF3D7_1434600	phospho_mero	Phosphoproteome of the merozoite	methionine aminopeptidase 2	
PF3D7_1434600	proteinBiosynth	Protein biosynthesis	methionine aminopeptidase 2	
PF3D7_1434600	prot_protease	Protein-protein associations involving proteases	methionine aminopeptidase 2	
PF3D7_1434700	importMito	Import of proteins into the mitochondrion	mitochondrial import inner membrane translocase subunit TIM17, putative	
PF3D7_1434700	PQS	P. falciparum genes harboring G-quadruplexes	mitochondrial import inner membrane translocase subunit TIM17, putative	
PF3D7_1434700	nuclearGenes	Nuclear genes with mitochondrial signal sequences	mitochondrial import inner membrane translocase subunit TIM17, putative	
PF3D7_1434700	prot_protease	Protein-protein associations involving proteases	mitochondrial import inner membrane translocase subunit TIM17, putative	
PF3D7_1434800	transl_regul	Transcripts translationally regulated in asexual blood stages	mitochondrial acidic protein MAM33, putative	
PF3D7_1434800	prot_ATP	Proteins with ATPase activity	mitochondrial acidic protein MAM33, putative	
PF3D7_1434800	lys_met	Peptides with confirmed methylated lysine residues	mitochondrial acidic protein MAM33, putative	
PF3D7_1434800	FV_prot	Food vacuole proteome	mitochondrial acidic protein MAM33, putative	
PF3D7_1435000	mitochondrionef	Mitochondrial electron flow	cytochrome c oxidase assembly protein cox15	
PF3D7_1435000	BiogenesisCytochromeOxidase	Biogenesis of cytochrome oxidase	cytochrome c oxidase assembly protein cox15	
PF3D7_1435000	Cu_CCO	Mitochondrial copper transport pathways to cytochrome C oxidase subunits	cytochrome c oxidase assembly protein cox15	
PF3D7_1435000	PQS	P. falciparum genes harboring G-quadruplexes	cytochrome c oxidase assembly protein cox15	
PF3D7_1435000	nuclearGenes	Nuclear genes with mitochondrial signal sequences	cytochrome c oxidase assembly protein cox15	
PF3D7_1435100	Chloram_transc	Chloramphenicol - effect of drug on gene transcription	ribonuclease H2 subunit B, putative	
PF3D7_1435300	targ_pred	Drug-target associations predicted for P. falciparum	glutamate synthase [NADH], putative	
PF3D7_1435300	phosphopr	The phosphoproteome of Plasmodium falciparum infected RBCs	glutamate synthase [NADH], putative	
PF3D7_1435300	phosph_Pease	Phosphoproteome - Pease et al 2013	glutamate synthase [NADH], putative	
PF3D7_1435300	FAD_enz	FAD-dependent enzymes	glutamate synthase [NADH], putative	
PF3D7_1435300	SUMO_subs	Putative SUMO substrates	glutamate synthase [NADH], putative	
PF3D7_1435300	BiosynthFeS	Biosynthesis of Fe-S proteins in the apicoplast	glutamate synthase [NADH], putative	
PF3D7_1435300	Acet_prot	Lysine acetylated proteins	glutamate synthase [NADH], putative	
PF3D7_1435300	phospoprot	Phosphoproteome	glutamate synthase [NADH], putative	
PF3D7_1435300	drug_targ	Drug targets	glutamate synthase [NADH], putative	
PF3D7_1435300	enz_imp	Single Gene/enzyme deletions predicted to cause impairment of metabolic networks	glutamate synthase [NADH], putative	
PF3D7_1435300	lys_met	Peptides with confirmed methylated lysine residues	glutamate synthase [NADH], putative	
PF3D7_1435300	glutamatemetpath	Glutamate metabolism	glutamate synthase [NADH], putative	
PF3D7_1435300	phospho_mero	Phosphoproteome of the merozoite	glutamate synthase [NADH], putative	
PF3D7_1435300	Fe-SprotTab	Genes coding for Fe-S containing proteins	glutamate synthase [NADH], putative	
PF3D7_1435300	phosph_treeck	Phosphoproteome - Treeck et al 2011	glutamate synthase [NADH], putative	
PF3D7_1435400	er_golgi_tr_qa	ER-to Golgi, translocation and quality control	ER membrane protein complex subunit 4,	
PF3D7_1435400	ER_mito	Functions of the ER-Mitochondrial contacts	ER membrane protein complex subunit 4,	
PF3D7_1435500	clathrintransport	Classical clathrin-mediated vesicular transport	clathrin light chain, putative	
PF3D7_1435700	Prot_protstre	Predicted protein-protein interactions of plausible stress helicases	ataxin-2 like protein, putative	
PF3D7_1435700	sign_mach	Signaling machinery in malaria parasites	ataxin-2 like protein, putative	
PF3D7_1435700	RNA_Seq	Alternative splicing events confirmed by RNA-Seq	ataxin-2 like protein, putative	
PF3D7_1435700	CHIP_Atx-3	Model of the Ube2w/CHIP/Ataxin-3 Ubiquitination Cycle	ataxin-2 like protein, putative	
PF3D7_1435700	Acet_prot	Lysine acetylated proteins	ataxin-2 like protein, putative	
PF3D7_1435700	hyperox	Effect of hyperoxia on gene expression	ataxin-2 like protein, putative	
PF3D7_1435700	proteasome_new	Genes coding for components of the proteasome degradation machinery & their timed transcription	ataxin-2 like protein, putative	
PF3D7_1435700	nucle_prote	Nuclear proteome	ataxin-2 like protein, putative	
PF3D7_1435800	org_ribos	Organellar ribosome assembly proteins  and their predicted targeting	GTPase Era, putative	
PF3D7_1435800	nuclearGenes	Nuclear genes with mitochondrial signal sequences	GTPase Era, putative	
PF3D7_1435800	RNA_prot	RNA binding proteins	GTPase Era, putative	
PF3D7_1436000	gluth_prot	S-Glutathionylated proteins	glucose-6-phosphate isomerase	
PF3D7_1436000	glycolysispath	Glycolysis	glucose-6-phosphate isomerase	
PF3D7_1436000	sugar_nucle	Sugar nucleotide biosynthesis	glucose-6-phosphate isomerase	
PF3D7_1436000	PQS	P. falciparum genes harboring G-quadruplexes	glucose-6-phosphate isomerase	
PF3D7_1436000	phosph_treeck	Phosphoproteome - Treeck et al 2011	glucose-6-phosphate isomerase	
PF3D7_1436000	sug_nucle	Sugar nucleotide biosynthesis pathways	glucose-6-phosphate isomerase	
PF3D7_1436000	palmito	Total palmitome of Plasmodium falciparum	glucose-6-phosphate isomerase	
PF3D7_1436000	sug_deriv	Enzymes involved in vthe metabolism of various sugar derivatives	glucose-6-phosphate isomerase	
PF3D7_1436000	Acet_prot	Lysine acetylated proteins	glucose-6-phosphate isomerase	
PF3D7_1436000	coli_orth	Functional orthologs of known cell cycle proteins in E. coli	glucose-6-phosphate isomerase	
PF3D7_1436000	phospoprot	Phosphoproteome	glucose-6-phosphate isomerase	
PF3D7_1436000	nitrosylatedProt	S-nitrosylated proteins	glucose-6-phosphate isomerase	
PF3D7_1436000	prot_ATP	Proteins with ATPase activity	glucose-6-phosphate isomerase	
PF3D7_1436000	prot_protease	Protein-protein associations involving proteases	glucose-6-phosphate isomerase	
PF3D7_1436000	prot_rupt	Proteins released from infected cells during rupture	glucose-6-phosphate isomerase	
PF3D7_1436000	diffprot	Differential proteome analysis under drug treatment	glucose-6-phosphate isomerase	
PF3D7_1436000	ART_prot_Prot	The ART proteome	glucose-6-phosphate isomerase	
PF3D7_1436000	enz_imp	Single Gene/enzyme deletions predicted to cause impairment of metabolic networks	glucose-6-phosphate isomerase	
PF3D7_1436100	phRegulation	pH regulation in the parasite cytosol	conserved Plasmodium membrane protein, unknown function	
PF3D7_1436100	PPM	Transporters of the plasma membrane	conserved Plasmodium membrane protein, unknown function	
PF3D7_1436300	PfEMP_exp	Model of PfEMP1 export	translocon component PTEX150	
PF3D7_1436300	prot_ATP	Proteins with ATPase activity	translocon component PTEX150	
PF3D7_1436300	PTEX	Translocon of exported proteins (PTEX)	translocon component PTEX150	
PF3D7_1436300	coli_orth	Functional orthologs of known cell cycle proteins in E. coli	translocon component PTEX150	
PF3D7_1436300	nucle_prote	Nuclear proteome	translocon component PTEX150	
PF3D7_1436300	lipid_raft	Location of lipid raft-associated proteins	translocon component PTEX150	
PF3D7_1436300	RBC_memb_remodel	Characteristics of Plasmodium falciparum export proteins that remodel infected erythrocyte	translocon component PTEX150	
PF3D7_1436300	phosph_treeck	Phosphoproteome - Treeck et al 2011	translocon component PTEX150	
PF3D7_1436300	PV_prots	Proteins of the parasitophorous vacuolar membrane	translocon component PTEX150	
PF3D7_1436300	Sub_exp	Subcellular location of exported proteins	translocon component PTEX150	
PF3D7_1436300	Acet_prot	Lysine acetylated proteins	translocon component PTEX150	
PF3D7_1436300	prot_protease	Protein-protein associations involving proteases	translocon component PTEX150	
PF3D7_1436300	iRBC_prots	Parasite encoded proteins associated with the membrane of infected erythrocytes	translocon component PTEX150	
PF3D7_1436300	phospoprot	Phosphoproteome	translocon component PTEX150	
PF3D7_1436300	nitrosylatedProt	S-nitrosylated proteins	translocon component PTEX150	
PF3D7_1436300	exportome	Exportome - compiled from various sources	translocon component PTEX150	
PF3D7_1436300	DRM_prot	Proteins of detergent-resistant membranes	translocon component PTEX150	
PF3D7_1436300	protPV	Proteome of the parasitophorous vacuole	translocon component PTEX150	
PF3D7_1436500	Acet_prot	Lysine acetylated proteins	GTP-binding protein, putative	
PF3D7_1436500	seve_uncom	Genes differentially expressed in severe malaria	GTP-binding protein, putative	
PF3D7_1436600	prot_ATP	Proteins with ATPase activity	cGMP-dependent protein kinase	
PF3D7_1436600	phospoprot	Phosphoproteome	cGMP-dependent protein kinase	
PF3D7_1436600	phosph_Lasonder	Phosphoproteome - Lasonder et al 2011	cGMP-dependent protein kinase	
PF3D7_1436600	sign_mach	Signaling machinery in malaria parasites	cGMP-dependent protein kinase	
PF3D7_1436600	phosphopr	The phosphoproteome of Plasmodium falciparum infected RBCs	cGMP-dependent protein kinase	
PF3D7_1436600	amp_Ca	Stage-specific involvement of cyclic nucleotide signaling components and calcium-dependent protein kinases	cGMP-dependent protein kinase	
PF3D7_1436600	signal_egress	Localization of the key cyclic nucleotide signaling components in a merozoite prior to egress	cGMP-dependent protein kinase	
PF3D7_1436600	phosph_Collins	Phosphoproteome - Collins et al 2014	cGMP-dependent protein kinase	
PF3D7_1436600	cont_micro_asse	Control of microtubule assembly	cGMP-dependent protein kinase	
PF3D7_1436600	appr_drug	Approved drugs with anti-malarial activity and their possible targets	cGMP-dependent protein kinase	
PF3D7_1436600	phosph_treeck	Phosphoproteome - Treeck et al 2011	cGMP-dependent protein kinase	
PF3D7_1436600	Protein_kinases	Protein kinase coding genes	cGMP-dependent protein kinase	
PF3D7_1436600	phosph_Pease	Phosphoproteome - Pease et al 2013	cGMP-dependent protein kinase	
PF3D7_1436600	drCDC_unk	Network analysis of drCDC-UNK proteins and their potential protein interactions	cGMP-dependent protein kinase	
PF3D7_1436600	cGMP_PKG	cGMP/PKG signalling in egress/invasion	cGMP-dependent protein kinase	
PF3D7_1436600	phospho_mero	Phosphoproteome of the merozoite	cGMP-dependent protein kinase	
PF3D7_1436600	Acet_prot	Lysine acetylated proteins	cGMP-dependent protein kinase	
PF3D7_1436800	SUMO_subs	Putative SUMO substrates	ATP-dependent Clp protease proteolytic subunit	
PF3D7_1436800	prot_protease	Protein-protein associations involving proteases	ATP-dependent Clp protease proteolytic subunit	
PF3D7_1436800	Clp_protea	Clp proteases and the translocon of exported proteins	ATP-dependent Clp protease proteolytic subunit	
PF3D7_1436800	chaperone	Chaperone network and protein quality control of the mitochondrion	ATP-dependent Clp protease proteolytic subunit	
PF3D7_1436800	chapfold	Chaperone-assisted protein folding	ATP-dependent Clp protease proteolytic subunit	
PF3D7_1436800	SEP_prot	Top ranked surface exposed proteins	ATP-dependent Clp protease proteolytic subunit	
PF3D7_1436800	proteases	Peptidases and proteases	ATP-dependent Clp protease proteolytic subunit	
PF3D7_1436800	api_prot	The proteome of the apicoplast	ATP-dependent Clp protease proteolytic subunit	
PF3D7_1436800	apicoplastgenes	Nuclear genes with apicoplast signal sequences	ATP-dependent Clp protease proteolytic subunit	
PF3D7_1436800	Cu_CCO	Mitochondrial copper transport pathways to cytochrome C oxidase subunits	ATP-dependent Clp protease proteolytic subunit	
PF3D7_1436900	Ca_homeost	The homeostasis of Ca2+ in malaria parasites	histidine triad protein, putative	
PF3D7_1436900	P_body	Encoded proteins that could be constituents of P-bodies	histidine triad protein, putative	
PF3D7_1436900	Doxyc_transc	Doxycycline - effect of drug on gene transcription	histidine triad protein, putative	
PF3D7_1436900	SSBR	A model for global single-strand break (SSB) repair	histidine triad protein, putative	
PF3D7_1436900	ER_DTT	Genes up and down regulated in response to ER stress	histidine triad protein, putative	
PF3D7_1436900	adenylyl	Modification of proteins by adenylylation and ADP-ribosylation	histidine triad protein, putative	
PF3D7_1436900	cat_phosph	Catabolism of polyphosphates	histidine triad protein, putative	
PF3D7_1437000	chrom_mod_prot	Chromatin modifying proteins	N-acetyltransferase, putative	
PF3D7_1437000	transc_prot	Transcription associated proteins implicated in the transcriptional machinery	N-acetyltransferase, putative	
PF3D7_1437000	phosphopr	The phosphoproteome of Plasmodium falciparum infected RBCs	N-acetyltransferase, putative	
PF3D7_1437000	phospho_mero	Phosphoproteome of the merozoite	N-acetyltransferase, putative	
PF3D7_1437000	phosph_treeck	Phosphoproteome - Treeck et al 2011	N-acetyltransferase, putative	
PF3D7_1437000	phosph_Pease	Phosphoproteome - Pease et al 2013	N-acetyltransferase, putative	
PF3D7_1437000	acet_acyl	Protein acetylation and lysine aminoacylation	N-acetyltransferase, putative	
PF3D7_1437000	nucle_prote	Nuclear proteome	N-acetyltransferase, putative	
PF3D7_1437000	phosph_Lasonder	Phosphoproteome - Lasonder et al 2011	N-acetyltransferase, putative	
PF3D7_1437000	phospoprot	Phosphoproteome	N-acetyltransferase, putative	
PF3D7_1437000	phosph_Collins	Phosphoproteome - Collins et al 2014	N-acetyltransferase, putative	
PF3D7_1437000	transcr_prot	Transcription related proteins encoding genes	N-acetyltransferase, putative	
PF3D7_1437200	api_prot	The proteome of the apicoplast	ribonucleoside-diphosphate reductase large subunit, putative	
PF3D7_1437200	Prot_protstre	Predicted protein-protein interactions of plausible stress helicases	ribonucleoside-diphosphate reductase large subunit, putative	
PF3D7_1437200	phospoprot	Phosphoproteome	ribonucleoside-diphosphate reductase large subunit, putative	
PF3D7_1437200	nitrosylatedProt	S-nitrosylated proteins	ribonucleoside-diphosphate reductase large subunit, putative	
PF3D7_1437200	redoxmetpath	Redox Metabolism	ribonucleoside-diphosphate reductase large subunit, putative	
PF3D7_1437200	pyrimidinemetpath	Pyrimidine metabolism	ribonucleoside-diphosphate reductase large subunit, putative	
PF3D7_1437200	transl_regul	Transcripts translationally regulated in asexual blood stages	ribonucleoside-diphosphate reductase large subunit, putative	
PF3D7_1437200	hyperox	Effect of hyperoxia on gene expression	ribonucleoside-diphosphate reductase large subunit, putative	
PF3D7_1437200	cel_cycle_prot	Cell cycle compartment assocation between P. falciparum cell cycle perturbed transcriptomes	ribonucleoside-diphosphate reductase large subunit, putative	
PF3D7_1437200	prot_ATP	Proteins with ATPase activity	ribonucleoside-diphosphate reductase large subunit, putative	
PF3D7_1437200	redoxReg	Proteins targeted by the thioredoxin superfamily enzymes	ribonucleoside-diphosphate reductase large subunit, putative	
PF3D7_1437200	enz_imp	Single Gene/enzyme deletions predicted to cause impairment of metabolic networks	ribonucleoside-diphosphate reductase large subunit, putative	
PF3D7_1437200	phosph_Collins	Phosphoproteome - Collins et al 2014	ribonucleoside-diphosphate reductase large subunit, putative	
PF3D7_1437200	nucle_prote	Nuclear proteome	ribonucleoside-diphosphate reductase large subunit, putative	
PF3D7_1437200	phosph_Pease	Phosphoproteome - Pease et al 2013	ribonucleoside-diphosphate reductase large subunit, putative	
PF3D7_1437200	phosph_Lasonder	Phosphoproteome - Lasonder et al 2011	ribonucleoside-diphosphate reductase large subunit, putative	
PF3D7_1437200	palmito	Total palmitome of Plasmodium falciparum	ribonucleoside-diphosphate reductase large subunit, putative	
PF3D7_1437200	essent_gene	Essential metabolic genes	ribonucleoside-diphosphate reductase large subunit, putative	
PF3D7_1437200	highest_mRNA	Highest expressed genes based on mRNA abundance	ribonucleoside-diphosphate reductase large subunit, putative	
PF3D7_1437200	drug_targ	Drug targets	ribonucleoside-diphosphate reductase large subunit, putative	
PF3D7_1437400	enz_imp	Single Gene/enzyme deletions predicted to cause impairment of metabolic networks	pantothenate kinase 2, putative	
PF3D7_1437400	phospho_mero	Phosphoproteome of the merozoite	pantothenate kinase 2, putative	
PF3D7_1437400	phosph_Collins	Phosphoproteome - Collins et al 2014	pantothenate kinase 2, putative	
PF3D7_1437400	phosphopr	The phosphoproteome of Plasmodium falciparum infected RBCs	pantothenate kinase 2, putative	
PF3D7_1437400	phospoprot	Phosphoproteome	pantothenate kinase 2, putative	
PF3D7_1437400	myrist	Myristoylated proteins	pantothenate kinase 2, putative	
PF3D7_1437400	phosph_treeck	Phosphoproteome - Treeck et al 2011	pantothenate kinase 2, putative	
PF3D7_1437400	essent_gene	Essential metabolic genes	pantothenate kinase 2, putative	
PF3D7_1437400	phosph_Lasonder	Phosphoproteome - Lasonder et al 2011	pantothenate kinase 2, putative	
PF3D7_1437400	phosph_Pease	Phosphoproteome - Pease et al 2013	pantothenate kinase 2, putative	
PF3D7_1437400	coasynthesis	CoA biosynthesis	pantothenate kinase 2, putative	
PF3D7_1437700	prot_protease	Protein-protein associations involving proteases	succinyl-CoA ligase, putative	
PF3D7_1437700	mitochondrTCAcycle	Mitochondrial TCA cycle	succinyl-CoA ligase, putative	
PF3D7_1437700	nuclearGenes	Nuclear genes with mitochondrial signal sequences	succinyl-CoA ligase, putative	
PF3D7_1437700	nucle_prote	Nuclear proteome	succinyl-CoA ligase, putative	
PF3D7_1437700	prot_ATP	Proteins with ATPase activity	succinyl-CoA ligase, putative	
PF3D7_1437800	rabCycle	Rab cycle	41-2 protein antigen precursor trafficking protein particle complex subunit 5, putative	
PF3D7_1437800	er_golgi_tr_qa	ER-to Golgi, translocation and quality control	41-2 protein antigen precursor trafficking protein particle complex subunit 5, putative	
PF3D7_1437800	MCprot	Established and putative Maurer's clefts proteins	41-2 protein antigen precursor trafficking protein particle complex subunit 5, putative	
PF3D7_1437800	prot_protease	Protein-protein associations involving proteases	41-2 protein antigen precursor trafficking protein particle complex subunit 5, putative	
PF3D7_1437800	cAMP_stage	Differentially expressed genes in different stages treated with cAMP	41-2 protein antigen precursor trafficking protein particle complex subunit 5, putative	
PF3D7_1437800	seve_uncom	Genes differentially expressed in severe malaria	41-2 protein antigen precursor trafficking protein particle complex subunit 5, putative	
PF3D7_1437800	largeTethering	Large Tethering Complexes that Act in the Secretory and Endocytic Pathways	41-2 protein antigen precursor trafficking protein particle complex subunit 5, putative	
PF3D7_1437900	chaperone	Chaperone network and protein quality control of the mitochondrion	HSP40, subfamily A	
PF3D7_1437900	prot_rupt	Proteins released from infected cells during rupture	HSP40, subfamily A	
PF3D7_1437900	prenyl_prot	Prenylated proteins	HSP40, subfamily A	
PF3D7_1437900	prot_ATP	Proteins with ATPase activity	HSP40, subfamily A	
PF3D7_1437900	hyperox	Effect of hyperoxia on gene expression	HSP40, subfamily A	
PF3D7_1437900	Pf_chaperones	Genes coding for chaperones and their regulators	HSP40, subfamily A	
PF3D7_1437900	chapfold	Chaperone-assisted protein folding	HSP40, subfamily A	
PF3D7_1437900	phosph_treeck	Phosphoproteome - Treeck et al 2011	HSP40, subfamily A	
PF3D7_1437900	Acet_prot	Lysine acetylated proteins	HSP40, subfamily A	
PF3D7_1437900	Interac_prot	Important interacting proteins	HSP40, subfamily A	
PF3D7_1437900	prot_protease	Protein-protein associations involving proteases	HSP40, subfamily A	
PF3D7_1437900	Trns_GPI	SRP independent translocation of GPI anchored proteins	HSP40, subfamily A	
PF3D7_1437900	phosphopr	The phosphoproteome of Plasmodium falciparum infected RBCs	HSP40, subfamily A	
PF3D7_1437900	Hsp90	The chaperone cycle of Hsp90	HSP40, subfamily A	
PF3D7_1437900	hsp70_cyc	The HSP70 chaperone cycle	HSP40, subfamily A	
PF3D7_1437900	palmito	Total palmitome of Plasmodium falciparum	HSP40, subfamily A	
PF3D7_1437900	phospoprot	Phosphoproteome	HSP40, subfamily A	
PF3D7_1437900	highest_mRNA	Highest expressed genes based on mRNA abundance	HSP40, subfamily A	
PF3D7_1437900	FV_prot	Food vacuole proteome	HSP40, subfamily A	
PF3D7_1437900	chap_cytos	Organization of chaperone pathways in the cytosol	HSP40, subfamily A	
PF3D7_1437900	phosph_Collins	Phosphoproteome - Collins et al 2014	HSP40, subfamily A	
PF3D7_1437900	Hsp_40_70	Localization and function of some Hsp40s and Hsp70s	HSP40, subfamily A	
PF3D7_1437900	transl_regul	Transcripts translationally regulated in asexual blood stages	HSP40, subfamily A	
PF3D7_1437900	nucle_prote	Nuclear proteome	HSP40, subfamily A	
PF3D7_1438000	phosph_treeck	Phosphoproteome - Treeck et al 2011	eukaryotic translation initiation factor eIF2A, putative	
PF3D7_1438000	phospoprot	Phosphoproteome	eukaryotic translation initiation factor eIF2A, putative	
PF3D7_1438000	fMet_rule	Eukaryotic fMet/N-End Rule Pathway	eukaryotic translation initiation factor eIF2A, putative	
PF3D7_1438000	Art_K13	K13-mediated resistance to artemisinins in mutated K13	eukaryotic translation initiation factor eIF2A, putative	
PF3D7_1438000	ribos_recyc	Ribosome recycling and mRNA surveillance	eukaryotic translation initiation factor eIF2A, putative	
PF3D7_1438000	IGTP_bnd	Involvement of GTP-binding proteins and ribosomes in amino acid shortage	eukaryotic translation initiation factor eIF2A, putative	
PF3D7_1438000	nucle_prote	Nuclear proteome	eukaryotic translation initiation factor eIF2A, putative	
PF3D7_1438000	Ribosomegenes	Genes coding for components involved in ribosome assembly	eukaryotic translation initiation factor eIF2A, putative	
PF3D7_1438000	phosph_Pease	Phosphoproteome - Pease et al 2013	eukaryotic translation initiation factor eIF2A, putative	
PF3D7_1438000	coli_orth	Functional orthologs of known cell cycle proteins in E. coli	eukaryotic translation initiation factor eIF2A, putative	
PF3D7_1438000	intTranslation	Initiation of translation	eukaryotic translation initiation factor eIF2A, putative	
PF3D7_1438000	phosph_Collins	Phosphoproteome - Collins et al 2014	eukaryotic translation initiation factor eIF2A, putative	
PF3D7_1438100	eukaryotes	Posttranslational translocation in eukaryotes	secretory complex protein 62	
PF3D7_1438100	Trns_GPI	SRP independent translocation of GPI anchored proteins	secretory complex protein 62	
PF3D7_1438100	phosph_Collins	Phosphoproteome - Collins et al 2014	secretory complex protein 62	
PF3D7_1438100	sec61_transloc	ER Sec61 translocon	secretory complex protein 62	
PF3D7_1438100	palmito	Total palmitome of Plasmodium falciparum	secretory complex protein 62	
PF3D7_1438100	phospho_mero	Phosphoproteome of the merozoite	secretory complex protein 62	
PF3D7_1438100	lys_met	Peptides with confirmed methylated lysine residues	secretory complex protein 62	
PF3D7_1438100	ER_compl	Proteins and complexes that are involved in protein transport into the endoplasmic reticulum	secretory complex protein 62	
PF3D7_1438100	PTEX	Translocon of exported proteins (PTEX)	secretory complex protein 62	
PF3D7_1438100	phospoprot	Phosphoproteome	secretory complex protein 62	
PF3D7_1438100	Tafenoq_transc	Tafenoquine - effect of drug on gene transcription	secretory complex protein 62	
PF3D7_1438100	FV_prot	Food vacuole proteome	secretory complex protein 62	
PF3D7_1438100	ER_DTT	Genes up and down regulated in response to ER stress	secretory complex protein 62	
PF3D7_1438100	PfEMP_exp	Model of PfEMP1 export	secretory complex protein 62	
PF3D7_1438200	Geldanam_transc	Geldanamycin - effect of drug on gene transcription	tRNA Selenocysteine	
PF3D7_1438200	selenocysteine	Selenocysteine biosynthesis	tRNA Selenocysteine	
PF3D7_1438200	seleno_incorp	Models for selenocysteine incorporation	tRNA Selenocysteine	
PF3D7_1438400	phosph_Lasonder	Phosphoproteome - Lasonder et al 2011	metacaspase-2	
PF3D7_1438400	prot_protease	Protein-protein associations involving proteases	metacaspase-2	
PF3D7_1438400	phospho_mero	Phosphoproteome of the merozoite	metacaspase-2	
PF3D7_1438400	proteases	Peptidases and proteases	metacaspase-2	
PF3D7_1438400	phosph_Collins	Phosphoproteome - Collins et al 2014	metacaspase-2	
PF3D7_1438400	lys_met	Peptides with confirmed methylated lysine residues	metacaspase-2	
PF3D7_1438400	phosph_treeck	Phosphoproteome - Treeck et al 2011	metacaspase-2	
PF3D7_1438400	nucle_prote	Nuclear proteome	metacaspase-2	
PF3D7_1438400	phospoprot	Phosphoproteome	metacaspase-2	
PF3D7_1438400	phosph_Pease	Phosphoproteome - Pease et al 2013	metacaspase-2	
PF3D7_1438500	nucle_prote	Nuclear proteome	cleavage and polyadenylation specificity factor subunit 3, putative	
PF3D7_1438500	prot_protease	Protein-protein associations involving proteases	cleavage and polyadenylation specificity factor subunit 3, putative	
PF3D7_1438500	snRNA_transc	Transcription and processing of snRNAs	cleavage and polyadenylation specificity factor subunit 3, putative	
PF3D7_1438500	mRNAcleavage	Cleavage and polyadenylation of pre-mRNA	cleavage and polyadenylation specificity factor subunit 3, putative	
PF3D7_1438500	phospho_mero	Phosphoproteome of the merozoite	cleavage and polyadenylation specificity factor subunit 3, putative	
PF3D7_1438500	gene_coma	Genes for which expression is significantly correlated with coma score	cleavage and polyadenylation specificity factor subunit 3, putative	
PF3D7_1438500	res-vitro	Resistance to experimental antimalarials generated in vitro	cleavage and polyadenylation specificity factor subunit 3, putative	
PF3D7_1438500	vitro_exp_drug	In vitro resistance to experimental antimalarials	cleavage and polyadenylation specificity factor subunit 3, putative	
PF3D7_1438500	mRNA_processing	Protein factors in pre-mRNA 3'-end processing	cleavage and polyadenylation specificity factor subunit 3, putative	
PF3D7_1438700	lys_met	Peptides with confirmed methylated lysine residues	DNA primase small subunit	
PF3D7_1438700	Geldanam_transc	Geldanamycin - effect of drug on gene transcription	DNA primase small subunit	
PF3D7_1438700	DNAgenes	Genes coding for enzymes/proteins involved in DNA replication	DNA primase small subunit	
PF3D7_1438700	chloroq_transc	Chloroquine - effect of drug on gene transcription	DNA primase small subunit	
PF3D7_1438700	dnareplication	DNA Replication	DNA primase small subunit	
PF3D7_1438700	replProkar	Replication in prokaryotes - a model for apicoplast and mitochondion DNA replication	DNA primase small subunit	
PF3D7_1438800	RNA_prot	RNA binding proteins	mRNA-binding protein PUF3	
PF3D7_1438900	crt_mdr_GEN	Genes whose expression is highly positively or negatively correlated with pfcrt or pfmdr1	thioredoxin peroxidase 1	
PF3D7_1438900	nitrosylatedProt	S-nitrosylated proteins	thioredoxin peroxidase 1	
PF3D7_1438900	SOD_Sign	Reactions and transformations of the superoxide anion	thioredoxin peroxidase 1	
