Gene ID	source_id	Product Description	Previous ID(s)	gene_source_id	Gene Name or Symbol	Gene has Unmatched Transcripts	
PBANKA_1235300	PBANKA_1235300.1	bis(5'-nucleosyl)-tetraphosphatase [asymmetrical], putative	Previous IDs: PBANKA_123530	PBANKA_1235300	N/A	no	
PBANKA_1235400	PBANKA_1235400.1	CDC73 domain-containing protein, putative	Previous IDs: PB000619.00.0;PB000732.03.0;PBANKA_123540	PBANKA_1235400	N/A	no	
PBANKA_1235500	PBANKA_1235500.1	conserved protein, unknown function	Previous IDs: PB000731.03.0;PB301568.00.0;PBANKA_123550	PBANKA_1235500	N/A	no	
PBANKA_1235600	PBANKA_1235600.1	adenosylhomocysteinase, putative	Previous IDs: PB000246.02.0;PBANKA_123560	PBANKA_1235600	SAHH	no	
PBANKA_1235700	PBANKA_1235700.1	conserved Plasmodium protein, unknown function	Previous IDs: PB403254.00.0;PBANKA_123570	PBANKA_1235700	N/A	no	
PBANKA_1235800	PBANKA_1235800.1	conserved protein, unknown function	Previous IDs: PB300139.00.0;PBANKA_123580	PBANKA_1235800	N/A	no	
PBANKA_1235900	PBANKA_1235900.1	zinc finger protein, putative	Previous IDs: PB000026.03.0;PB301340.00.0;PB405933.00.0;PBANKA_123590	PBANKA_1235900	N/A	no	
PBANKA_1236000	PBANKA_1236000.1	conserved protein, unknown function	Previous IDs: PBANKA_123600	PBANKA_1236000	N/A	no	
PBANKA_1236100	PBANKA_1236100.1	ribosomal large subunit pseudouridylate synthase, putative	Previous IDs: PB000570.00.0;PBANKA_123610	PBANKA_1236100	N/A	no	
PBANKA_1236200	PBANKA_1236200.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_123620	PBANKA_1236200	N/A	no	
PBANKA_1236300	PBANKA_1236300.1	ATP-dependent RNA helicase DDX1, putative	Previous IDs: PB000533.03.0;PB000763.00.0;PBANKA_123630	PBANKA_1236300	DDX1	no	
PBANKA_1236400	PBANKA_1236400.1	AFG1-like ATPase, putative	Previous IDs: PB000762.00.0;PB001360.02.0;PBANKA_123640	PBANKA_1236400	N/A	no	
PBANKA_1236600	PBANKA_1236600.1	conserved Plasmodium protein, unknown function	Previous IDs: PB001361.02.0;PB102146.00.0;PBANKA_123650;PBANKA_123660	PBANKA_1236600	N/A	no	
PBANKA_1236700	PBANKA_1236700.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_123670	PBANKA_1236700	N/A	no	
PBANKA_1236800	PBANKA_1236800.1	conserved Plasmodium protein, unknown function	Previous IDs: PB301378.00.0;PBANKA_123680	PBANKA_1236800	N/A	no	
PBANKA_1236900	PBANKA_1236900.1	transcription initiation factor TFIID subunit 10, putative	Previous IDs: PB108412.00.0;PBANKA_123690	PBANKA_1236900	TAF10	no	
PBANKA_1237000	PBANKA_1237000.1	18S rRNA (guanine-N(7))-methyltransferase, putative	Previous IDs: PB000229.01.0;PB300071.00.0;PBANKA_123700	PBANKA_1237000	N/A	no	
PBANKA_1237100	PBANKA_1237100.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000022.02.0;PB000107.01.0;PB000521.03.0;PB000742.01.0;PB000785.01.0;PB000854.03.0;PB000920.00.0;PB300141.00.0;PB300409.00.0;PB301529.00.0;PBANKA_123710	PBANKA_1237100	N/A	no	
PBANKA_1237200	PBANKA_1237200.1	50S ribosomal protein L17, apicoplast, putative	Previous IDs: PB000786.01.0;PB301386.00.0;PBANKA_123720	PBANKA_1237200	RPL17	no	
PBANKA_1237300	PBANKA_1237300.1	inner membrane complex protein, putative	Previous IDs: PB000105.02.0;PBANKA_123730	PBANKA_1237300	N/A	no	
PBANKA_1237400	PBANKA_1237400.1	iron-sulfur assembly protein	Previous IDs: PB000107.02.0;PBANKA_123740	PBANKA_1237400	SufA	no	
PBANKA_1237500	PBANKA_1237500.1	pre-mRNA-splicing factor BUD31, putative	Previous IDs: PB000106.02.0;PBANKA_123750	PBANKA_1237500	BUD31	no	
PBANKA_1237600	PBANKA_1237600.1	zinc finger protein, putative	Previous IDs: PB001639.02.0;PB100772.00.0;PB105327.00.0;PB106846.00.0;PB300374.00.0;PB301323.00.0;PBANKA_123760;PBANKA_123770	PBANKA_1237600	N/A	no	
PBANKA_1237800	PBANKA_1237800.1	multidrug resistance protein 1, putative	Previous IDs: PB000989.01.0;PB301248.00.0;PBANKA_123780	PBANKA_1237800	MDR1	no	
PBANKA_1237900	PBANKA_1237900.1	mitochondrial-processing peptidase subunit alpha, putative	Previous IDs: PB000990.01.0;PBANKA_123790	PBANKA_1237900	N/A	no	
PBANKA_1238000	PBANKA_1238000.1	heptatricopeptide repeat-containing protein, putative	Previous IDs: PB000991.01.0;PBANKA_123800	PBANKA_1238000	N/A	no	
PBANKA_1238100	PBANKA_1238100.1	cytochrome c oxidase subunit ApiCOX18, putative	Previous IDs: PB000992.01.0;PBANKA_123810	PBANKA_1238100	N/A	no	
PBANKA_1238200	PBANKA_1238200.1	DnaJ protein, putative	Previous IDs: PB000087.01.0;PB000823.03.0;PBANKA_123820	PBANKA_1238200	N/A	no	
PBANKA_1238300	PBANKA_1238300.1	dynein light chain Tctex-type, putative	Previous IDs: PBANKA_123830	PBANKA_1238300	N/A	no	
PBANKA_1238400	PBANKA_1238400.1	conserved protein, unknown function	Previous IDs: PB000273.00.0;PBANKA_123840	PBANKA_1238400	N/A	no	
PBANKA_1238500	PBANKA_1238500.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000272.00.0;PB000534.01.0;PBANKA_123850	PBANKA_1238500	N/A	no	
PBANKA_1238600	PBANKA_1238600.1	divalent metal transporter, putative	Previous IDs: PB000569.02.0;PB104511.00.0;PBANKA_123860	PBANKA_1238600	N/A	no	
PBANKA_1238700	PBANKA_1238700.1	MerC domain-containing protein, putative	Previous IDs: PB108762.00.0;PBANKA_123870	PBANKA_1238700	N/A	no	
PBANKA_1238800	PBANKA_1238800.1	karyopherin beta, putative	Previous IDs: PB001230.00.0;PBANKA_123880	PBANKA_1238800	N/A	no	
PBANKA_1238900	PBANKA_1238900.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000771.03.0;PB001231.00.0;PB403540.00.0;PBANKA_123890	PBANKA_1238900	N/A	no	
PBANKA_1239000	PBANKA_1239000.1	conserved Plasmodium membrane protein, unknown function	Previous IDs: PBANKA_123900	PBANKA_1239000	N/A	no	
PBANKA_1239100	PBANKA_1239100.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000680.01.0;PBANKA_123910	PBANKA_1239100	N/A	no	
PBANKA_1239200	PBANKA_1239200.1	ribosome-interacting GTPase 1, putative	Previous IDs: PB000397.02.0;PBANKA_123920	PBANKA_1239200	RBG1	no	
PBANKA_1239300	PBANKA_1239300.1	conserved Plasmodium protein, unknown function	Previous IDs: PB300878.00.0;PBANKA_123930	PBANKA_1239300	N/A	no	
PBANKA_1239400	PBANKA_1239400.1	50S ribosomal protein L12, apicoplast, putative	Previous IDs: PB000216.01.0;PBANKA_123940	PBANKA_1239400	N/A	no	
PBANKA_1239500	PBANKA_1239500.1	mitochondrial import receptor subunit TOM22, putative	Previous IDs: PB000217.01.0;PB300483.00.0;PBANKA_123950	PBANKA_1239500	TOM22	no	
PBANKA_1239600	PBANKA_1239600.1	ubiquitin fusion degradation protein 1, putative	Previous IDs: PBANKA_123960	PBANKA_1239600	UFD1	no	
PBANKA_1239700	PBANKA_1239700.1	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase, putative	Previous IDs: PB000661.02.0;PBANKA_123970	PBANKA_1239700	TYW1	no	
PBANKA_1239800	PBANKA_1239800.1	zinc finger protein, putative	Previous IDs: PB000519.02.0;PB301179.00.0;PBANKA_123980	PBANKA_1239800	N/A	no	
PBANKA_1239900	PBANKA_1239900.1	acyl-CoA synthetase, putative	Previous IDs: PB000187.03.0;PB300063.00.0;PBANKA_123990	PBANKA_1239900	ACS10	no	
PBANKA_1240000	PBANKA_1240000.1	structural maintenance of chromosomes protein 6, putative	Previous IDs: PB000188.03.0;PB000802.00.0;PBANKA_124000	PBANKA_1240000	SMC6	no	
PBANKA_1240100	PBANKA_1240100.1	conserved protein, unknown function	Previous IDs: PB000220.00.0;PB101408.00.0;PBANKA_124010	PBANKA_1240100	N/A	no	
PBANKA_1240200	PBANKA_1240200.1	7-helix-1 protein, putative	Previous IDs: PBANKA_124020	PBANKA_1240200	N/A	no	
PBANKA_1240300	PBANKA_1240300.1	WD repeat-containing protein, putative	Previous IDs: PB000184.02.0;PB000223.01.0;PB000751.00.0;PBANKA_124030	PBANKA_1240300	N/A	no	
PBANKA_1240400	PBANKA_1240400.1	RNA methyltransferase, putative	Previous IDs: PB000750.00.0;PBANKA_124040	PBANKA_1240400	N/A	no	
PBANKA_1240500	PBANKA_1240500.1	conserved protein, unknown function	Previous IDs: PB000210.03.0;PBANKA_124050	PBANKA_1240500	N/A	no	
PBANKA_1240600	PBANKA_1240600.1	inner membrane complex protein 1g, putative	Previous IDs: PB000207.03.0;PBANKA_124060	PBANKA_1240600	IMC1g	no	
PBANKA_1240700	PBANKA_1240700.1	NIMA related kinase 2	Previous IDs: PB000208.03.0;PBANKA_124070	PBANKA_1240700	NEK2	no	
PBANKA_1240800	PBANKA_1240800.1	RAP protein, putative	Previous IDs: PB000209.03.0;PBANKA_124080	PBANKA_1240800	N/A	no	
PBANKA_1240900	PBANKA_1240900.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000761.00.0;PBANKA_124090	PBANKA_1240900	N/A	no	
PBANKA_1241000	PBANKA_1241000.1	ADP-ribosylation factor GTPase-activating protein, putative	Previous IDs: PB000469.01.0;PB000844.00.0;PB300773.00.0;PBANKA_124100	PBANKA_1241000	ARF-GAP	no	
PBANKA_1241100	PBANKA_1241100.1	WD repeat-containing protein 55, putative	Previous IDs: PB000842.00.0;PBANKA_124110	PBANKA_1241100	WDR55	no	
PBANKA_1241200	PBANKA_1241200.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000843.00.0;PBANKA_124120	PBANKA_1241200	N/A	no	
PBANKA_1241300	PBANKA_1241300.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000418.00.0;PBANKA_124130	PBANKA_1241300	N/A	no	
PBANKA_1241400	PBANKA_1241400.1	conserved Plasmodium protein, unknown function	Previous IDs: PB103620.00.0;PBANKA_124140	PBANKA_1241400	N/A	no	
PBANKA_1241500	PBANKA_1241500.1	conserved protein, unknown function	Previous IDs: PB000890.02.0;PBANKA_124150	PBANKA_1241500	N/A	no	
PBANKA_1241600	PBANKA_1241600.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000891.02.0;PBANKA_124160	PBANKA_1241600	N/A	no	
PBANKA_1241700	PBANKA_1241700.1	transmembrane emp24 domain-containing protein, putative	Previous IDs: PB000809.01.0;PBANKA_124170	PBANKA_1241700	N/A	no	
PBANKA_1241800	PBANKA_1241800.1	DNA replication licensing factor MCM3, putative	Previous IDs: PB000552.02.0;PB001217.02.0;PB001351.02.0;PB406083.00.0;PBANKA_124180	PBANKA_1241800	MCM3	no	
PBANKA_1241900	PBANKA_1241900.1	ubiquitin-conjugating enzyme E2 N, putative	Previous IDs: PB001354.02.0;PB300508.00.0;PBANKA_124190	PBANKA_1241900	UBC13	no	
PBANKA_1242000	PBANKA_1242000.1	ubiquitin carboxyl-terminal hydrolase 14, putative	Previous IDs: PB001352.02.0;PBANKA_124200	PBANKA_1242000	USP14	no	
PBANKA_1242100	PBANKA_1242100.1	methionine aminopeptidase 1a, putative	Previous IDs: PB001353.02.0;PB301051.00.0;PBANKA_124210	PBANKA_1242100	METAP1a	no	
PBANKA_1242200	PBANKA_1242200.1	conserved Plasmodium protein, unknown function	Previous IDs: PB105462.00.0;PBANKA_124220	PBANKA_1242200	N/A	no	
PBANKA_1242300	PBANKA_1242300.1	Hsc70-interacting protein, putative	Previous IDs: PB000652.02.0;PBANKA_124230	PBANKA_1242300	HIP	no	
PBANKA_1242400	PBANKA_1242400.1	conserved Plasmodium protein, unknown function	Previous IDs: PB100034.00.0;PB105464.00.0;PB105465.00.0;PB405690.00.0;PBANKA_124240	PBANKA_1242400	N/A	no	
PBANKA_1242421	PBANKA_1242421:tRNA	tRNA Glutamic acid	Previous IDs: berg12:tRNA:rfamscan:1586754-1586826	PBANKA_1242421	N/A	no	
PBANKA_1242441	PBANKA_1242441:tRNA	tRNA Leucine	Previous IDs: berg12:tRNA:rfamscan:1587707-1587789	PBANKA_1242441	N/A	no	
PBANKA_1242500	PBANKA_1242500.1	ATP-dependent RNA helicase DDX41, putative	Previous IDs: PB000014.00.0;PBANKA_124250	PBANKA_1242500	DDX41	no	
PBANKA_1242600	PBANKA_1242600.1	proteasome maturation factor UMP1, putative	Previous IDs: PB000016.00.0;PBANKA_124260	PBANKA_1242600	UMP1	no	
PBANKA_1242700	PBANKA_1242700.1	AP-1 complex subunit beta, putative	Previous IDs: PB000013.00.0;PB301500.00.0;PBANKA_124270	PBANKA_1242700	N/A	no	
PBANKA_1242800	PBANKA_1242800.1	eukaryotic translation initiation factor 3 subunit E, putative	Previous IDs: PB000015.00.0;PB300671.00.0;PBANKA_124280	PBANKA_1242800	EIF3E	no	
PBANKA_1242900	PBANKA_1242900.1	conserved protein, unknown function	Previous IDs: PB000017.00.0;PB000522.02.0;PBANKA_124290	PBANKA_1242900	N/A	no	
PBANKA_1243000	PBANKA_1243000.1	palmitoyltransferase DHHC7	Previous IDs: PB000953.03.0;PBANKA_124300	PBANKA_1243000	DHHC7	no	
PBANKA_1243100	PBANKA_1243100.1	F-actin-capping protein subunit alpha	Previous IDs: PB000351.02.0;PB300599.00.0;PBANKA_124310	PBANKA_1243100	CPalpha	no	
PBANKA_1243200	PBANKA_1243200.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_124320	PBANKA_1243200	N/A	no	
PBANKA_1243300	PBANKA_1243300.1	peptidyl-prolyl cis-trans isomerase, putative	Previous IDs: PB000350.02.0;PB301449.00.0;PBANKA_124330	PBANKA_1243300	CYP23	no	
PBANKA_1243400	PBANKA_1243400.1	nucleolar preribosomal GTPase, putative	Previous IDs: PB000996.02.0;PBANKA_124340	PBANKA_1243400	N/A	no	
PBANKA_1243500	PBANKA_1243500.1	conserved protein, unknown function	Previous IDs: PB000997.02.0;PBANKA_124350	PBANKA_1243500	N/A	no	
PBANKA_1243600	PBANKA_1243600.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000995.02.0;PB001616.02.0;PBANKA_124360	PBANKA_1243600	N/A	no	
PBANKA_1243700	PBANKA_1243700.1	thioredoxin-like protein, putative	Previous IDs: PB001009.03.0;PBANKA_124370	PBANKA_1243700	ATrx2	no	
PBANKA_1243800	PBANKA_1243800.1	apicoplast TIC22 protein, putative	Previous IDs: PB001010.03.0;PB107375.00.0;PBANKA_124380	PBANKA_1243800	TIC22	no	
PBANKA_1243900	PBANKA_1243900.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000289.03.0;PB001442.02.0;PB301366.00.0;PBANKA_124390	PBANKA_1243900	N/A	no	
PBANKA_1244000	PBANKA_1244000.1	cell cycle regulator protein, putative	Previous IDs: PB001443.02.0;PB300016.00.0;PB301099.00.0;PBANKA_124400	PBANKA_1244000	N/A	no	
PBANKA_1244051	PBANKA_1244051:tRNA	tRNA Arginine	Previous IDs: berg12:tRNA:rfamscan:1635393-1635465	PBANKA_1244051	N/A	no	
PBANKA_1244100	PBANKA_1244100.1	heptatricopeptide repeat-containing protein, putative	Previous IDs: PB001441.02.0;PB300788.00.0;PB301117.00.0;PBANKA_124410	PBANKA_1244100	N/A	no	
PBANKA_1244200	PBANKA_1244200.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000664.01.0;PB103609.00.0;PB300824.00.0;PBANKA_124420	PBANKA_1244200	N/A	no	
PBANKA_1244300	PBANKA_1244300.1	RING zinc finger protein, putative	Previous IDs: PB000665.01.0;PB300482.00.0;PBANKA_124430	PBANKA_1244300	N/A	no	
PBANKA_1244400	PBANKA_1244400.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_124440	PBANKA_1244400	N/A	no	
PBANKA_1244500	PBANKA_1244500.1	SNARE protein, putative	Previous IDs: PB000448.01.0;PB000990.03.0;PBANKA_124450	PBANKA_1244500	N/A	no	
PBANKA_1244600	PBANKA_1244600.1	phosphoenolpyruvate/phosphate translocator	Previous IDs: PB000447.01.0;PBANKA_124460	PBANKA_1244600	PPT	no	
PBANKA_1244700	PBANKA_1244700.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000044.01.0;PB001278.00.0;PBANKA_124470	PBANKA_1244700	N/A	no	
PBANKA_1244800	PBANKA_1244800.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000043.01.0;PBANKA_124480	PBANKA_1244800	N/A	no	
PBANKA_1244900	PBANKA_1244900.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000045.01.0;PB000329.00.0;PBANKA_124490	PBANKA_1244900	N/A	no	
PBANKA_1245000	PBANKA_1245000.1	XAP-5 DNA binding protein, putative	Previous IDs: PB000328.00.0;PBANKA_124500	PBANKA_1245000	N/A	no	
PBANKA_1245100	PBANKA_1245100.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000752.00.0;PB001035.00.0;PBANKA_124510	PBANKA_1245100	N/A	no	
PBANKA_1245150	PBANKA_1245150.1	dolichol-phosphate mannosyltransferase subunit 3, putative	Previous IDs: PBANKA_124515	PBANKA_1245150	DPM3	no	
PBANKA_1245200	PBANKA_1245200.1	CPW-WPC family protein	Previous IDs: PB001036.00.0;PBANKA_124520	PBANKA_1245200	N/A	no	
PBANKA_1245300	PBANKA_1245300.1	formin 1, putative	Previous IDs: PB000518.00.0;PB000969.00.0;PB400014.00.0;PBANKA_124530	PBANKA_1245300	FRM1	no	
PBANKA_1245400	PBANKA_1245400.1	SURF1 domain-containing protein, putative	Previous IDs: PBANKA_124540	PBANKA_1245400	N/A	no	
PBANKA_1245500	PBANKA_1245500.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000538.03.0;PB000700.01.0;PB000895.00.0;PB404801.00.0;PBANKA_124550	PBANKA_1245500	N/A	no	
PBANKA_1245600	PBANKA_1245600.1	ribosomal protein S16, mitochondrial, putative	Previous IDs: PBANKA_124560	PBANKA_1245600	N/A	no	
PBANKA_1245700	PBANKA_1245700.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000376.03.0;PBANKA_124570	PBANKA_1245700	N/A	no	
PBANKA_1245800	PBANKA_1245800.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000245.03.0;PB000529.00.0;PB000972.01.0;PBANKA_124580	PBANKA_1245800	N/A	no	
PBANKA_1245821	PBANKA_1245821.1	18S ribosomal RNA	N/A	PBANKA_1245821	N/A	no	
PBANKA_1245841	PBANKA_1245841.1	5.8S ribosomal RNA	N/A	PBANKA_1245841	N/A	no	
PBANKA_1245861	PBANKA_1245861.1	28S ribosomal RNA	Previous IDs: berg12_28S	PBANKA_1245861	N/A	no	
PBANKA_1245900	PBANKA_1245900.1	Plasmodium exported protein, unknown function	Previous IDs: PB103475.00.0;PB107242.00.0;PB405151.00.0;PBANKA_124590	PBANKA_1245900	N/A	no	
PBANKA_1245920	PBANKA_1245920.1	fam-b protein	Previous IDs: PBANKA_124592	PBANKA_1245920	N/A	no	
PBANKA_1246100	PBANKA_1246100.1	fam-a protein	Previous IDs: PB103478.00.0;PB403109.00.0;PBANKA_124610;PBANKA_1246100.1;PBANKA_1246100.2	PBANKA_1246100	N/A	no	
PBANKA_1246100	PBANKA_1246100.2	fam-a protein	Previous IDs: PB103478.00.0;PB403109.00.0;PBANKA_124610;PBANKA_1246100.1;PBANKA_1246100.2	PBANKA_1246100	N/A	no	
PBANKA_1246121	PBANKA_1246121.1	PIR protein	N/A	PBANKA_1246121	N/A	no	
PBANKA_1246141	PBANKA_1246141.1	fam-a protein	N/A	PBANKA_1246141	N/A	no	
PBANKA_1246161	PBANKA_1246161.1	fam-a protein	Previous IDs: PB403064.00.0	PBANKA_1246161	N/A	no	
PBANKA_1246200	PBANKA_1246200.1	fam-b protein	Previous IDs: PB103476.00.0;PB107841.00.0;PBANKA_124620	PBANKA_1246200	N/A	no	
PBANKA_1246300	PBANKA_1246300.1	PIR protein	Previous IDs: PB107840.00.0;PB200037.00.0;PB500016.00.0;PBANKA_124630	PBANKA_1246300	N/A	no	
PBANKA_1246400	PBANKA_1246400.1	PIR protein	Previous IDs: PB200061.00.0;PB500026.00.0;PBANKA_124640	PBANKA_1246400	N/A	no	
PBANKA_1246500	PBANKA_1246500.1	PIR protein	Previous IDs: PB200078.00.1;PB200109.00.0;PB500024.00.0;PBANKA_124650	PBANKA_1246500	N/A	no	
PBANKA_1246600	PBANKA_1246600.1	cleft-like protein 1	Previous IDs: PB403061.00.0;PBANKA_124660	PBANKA_1246600	CP1	no	
PBANKA_1246700	PBANKA_1246700.1	PIR protein	Previous IDs: PB500020.00.0;PBANKA_124670	PBANKA_1246700	N/A	no	
PBANKA_1246800	PBANKA_1246800.1	PIR protein	N/A	PBANKA_1246800	N/A	no	
PBANKA_1246900	PBANKA_1246900.1	PIR protein, pseudogene	N/A	PBANKA_1246900	N/A	no	
PBANKA_1246921	PBANKA_1246921.1	PIR protein	Previous IDs: PB200023.00.0;PB500045.00.0;PBANKA_000130	PBANKA_1246921	N/A	no	
PBANKA_1246941	PBANKA_1246941.1	fam-a protein, pseudogene	N/A	PBANKA_1246941	N/A	no	
PBANKA_1246961	PBANKA_1246961.1	fam-b protein	N/A	PBANKA_1246961	N/A	no	
PBANKA_1246981	PBANKA_1246981.1	PIR protein, pseudogene	N/A	PBANKA_1246981	N/A	no	
PBANKA_1300011	PBANKA_1300011.1	fam-a protein	N/A	PBANKA_1300011	N/A	no	
PBANKA_1300021	PBANKA_1300021.1	PIR protein	Previous IDs: PB200034.00.0;PB200040.00.0;PB500046.00.0;PBANKA_062390	PBANKA_1300021	N/A	no	
PBANKA_1300031	PBANKA_1300031.1	fam-b protein	Previous IDs: PB106886.00.0;PB401957.00.0;PBANKA_000070	PBANKA_1300031	N/A	no	
PBANKA_1300041	PBANKA_1300041.1	fam-b protein	Previous IDs: PB108495.00.0;PBANKA_000080	PBANKA_1300041	N/A	no	
PBANKA_1300051	PBANKA_1300051.1	fam-a protein, pseudogene	N/A	PBANKA_1300051	N/A	no	
PBANKA_1300061	PBANKA_1300061.1	PIR protein	N/A	PBANKA_1300061	N/A	no	
PBANKA_1300071	PBANKA_1300071.1	PIR protein, pseudogene	Previous IDs: PBANKA_000270	PBANKA_1300071	N/A	no	
PBANKA_1300081	PBANKA_1300081.1	PIR protein, pseudogene	N/A	PBANKA_1300081	N/A	no	
PBANKA_1300091	PBANKA_1300091.1	PIR protein	Previous IDs: PB200002.00.2;PB500000.00.0;PBANKA_072240	PBANKA_1300091	N/A	no	
PBANKA_1300096	PBANKA_1300096.1	fam-b protein	Previous IDs: PB100069.00.1;PBANKA_072230	PBANKA_1300096	N/A	no	
PBANKA_1300100	PBANKA_1300100.1	PIR protein	Previous IDs: PB200025.00.2;PBANKA_130010	PBANKA_1300100	N/A	no	
PBANKA_1300200	PBANKA_1300200.1	PIR protein	Previous IDs: PB200025.00.1;PB401775.00.0;PBANKA_130020	PBANKA_1300200	N/A	no	
PBANKA_1300500	PBANKA_1300500.1	tubulin epsilon chain, putative	Previous IDs: PB001286.02.0;PB300363.00.0;PB301433.00.0;PBANKA_130050	PBANKA_1300500	N/A	no	
PBANKA_1300600	PBANKA_1300600.1	bromodomain protein, putative	Previous IDs: PB000455.02.0;PB001287.02.0;PBANKA_130060	PBANKA_1300600	N/A	no	
PBANKA_1300700	PBANKA_1300700.1	LCCL domain-containing protein	Previous IDs: LAP2;PB000652.01.0;PB001034.03.0;PB300439.00.0;PBANKA_130070	PBANKA_1300700	CCp1	no	
PBANKA_1300800	PBANKA_1300800.1	cysteine repeat modular protein 4	Previous IDs: PB000086.01.0;PB000382.00.0;PB000492.02.0;PB000759.01.0;PB000803.01.0;PB000936.00.0;PB001174.01.0;PB001652.02.0;PB300084.00.0;PB300140.00.0;PB301142.00.0;PBANKA_130080	PBANKA_1300800	CRMP4	no	
PBANKA_1300900	PBANKA_1300900.1	cytochrome c oxidase assembly protein COX11, putative	Previous IDs: PB000935.00.0;PBANKA_130090	PBANKA_1300900	COX11	no	
PBANKA_1301000	PBANKA_1301000.1	conserved protein, unknown function	Previous IDs: PB000934.00.0;PBANKA_130100	PBANKA_1301000	N/A	no	
PBANKA_1301100	PBANKA_1301100.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000173.02.0;PB000769.03.0;PBANKA_130110	PBANKA_1301100	N/A	no	
PBANKA_1301200	PBANKA_1301200.1	mediator of RNA polymerase II transcription subunit 31, putative	Previous IDs: PB000767.03.0;PBANKA_130120	PBANKA_1301200	MED31	no	
PBANKA_1301300	PBANKA_1301300.1	trailer hitch homolog	Previous IDs: PB000768.03.0;PBANKA_130130;Tral	PBANKA_1301300	CITH	no	
PBANKA_1301400	PBANKA_1301400.1	proteasome subunit alpha type-1, putative	Previous IDs: PB000867.01.0;PBANKA_130140	PBANKA_1301400	N/A	no	
PBANKA_1301500	PBANKA_1301500.1	protein kinase, putative	Previous IDs: PB000060.03.0;PB000784.03.0;PBANKA_130150	PBANKA_1301500	N/A	no	
PBANKA_1301600	PBANKA_1301600.1	vacuole membrane protein 1, putative	Previous IDs: PB000061.03.0;PBANKA_130160	PBANKA_1301600	VMP1	no	
PBANKA_1301700	PBANKA_1301700.1	splicing factor 3A subunit 1, putative	Previous IDs: PB000964.02.0;PBANKA_130170	PBANKA_1301700	SF3A1	no	
PBANKA_1301800	PBANKA_1301800.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000020.01.0;PB000234.00.0;PB000661.00.0;PB000965.02.0;PB300958.00.0;PB405097.00.0;PBANKA_130180	PBANKA_1301800	N/A	no	
PBANKA_1301900	PBANKA_1301900.1	DNA repair metallo-beta-lactamase protein, putative	Previous IDs: PB300345.00.0;PBANKA_130190	PBANKA_1301900	N/A	no	
PBANKA_1302000	PBANKA_1302000.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000152.03.0;PB000154.03.0;PB000724.02.0;PB000868.01.0;PBANKA_130200	PBANKA_1302000	N/A	no	
PBANKA_1302100	PBANKA_1302100.1	50S ribosomal protein L20, putative	Previous IDs: PB000725.02.0;PBANKA_130210	PBANKA_1302100	N/A	no	
PBANKA_1302200	PBANKA_1302200.1	translocation protein SEC62, putative	Previous IDs: PB000723.02.0;PBANKA_130220	PBANKA_1302200	N/A	no	
PBANKA_1302241	PBANKA_1302241.1	tRNA Selenocysteine	Previous IDs: berg13:tRNA:rfamscan:116536-116639	PBANKA_1302241	N/A	no	
PBANKA_1302261	PBANKA_1302261:tRNA	tRNA Methionine	Previous IDs: berg13:tRNA:rfamscan:117829-117902	PBANKA_1302261	N/A	no	
PBANKA_1302300	PBANKA_1302300.1	metacaspase-2, putative	Previous IDs: PB000485.03.1;PB000485.03.2;PB000488.03.0;PB300386.00.0;PB405863.00.0;PBANKA_130230	PBANKA_1302300	MCA2	no	
PBANKA_1302400	PBANKA_1302400.1	cleavage and polyadenylation specificity factor subunit 3, putative	Previous IDs: PB000484.03.0;PBANKA_130240	PBANKA_1302400	CPSF3	no	
PBANKA_1302500	PBANKA_1302500.1	conserved protein, unknown function	Previous IDs: PB000486.03.0;PBANKA_130250	PBANKA_1302500	N/A	no	
PBANKA_1302600	PBANKA_1302600.1	DNA primase small subunit, putative	Previous IDs: PB000487.03.0;PB300318.00.0;PB300792.00.0;PB301421.00.0;PBANKA_130260	PBANKA_1302600	N/A	no	
